	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.20
HIT 2130	63.3035544557653	63.5561916547027	69.5512177981182	46.9757707252481	278.430288431857	43.7471349969697	247.423697225611	36.014733867755	47.3273764970809	257.463468011597	51.8076079985673	36.5107616401858	36.6532196001438	35.4383665007122	42.1875138043226	43.4441248785076	296.045833690951	39.8249730988603	55.3204201413066	69.1279127187486
HIT 2132	72.6241364973632	37.5080172822335	63.2816166550471	46.1402841110172	71.0444818137254	42.5897491769077	89.3062291245807	37.6381962563494	98.1680125711378	46.9638667809891	51.3126666135025	52.9250094320278	37.0634261428094	35.5811955851832	43.5412544281138	43.6254601203509	70.031958358939	49.640491912864	40.0885539959654	103.833783636357
HIT 2133	172.120161172785	38.9742159214879	72.6486707296511	46.9061901211914	78.0634361780549	49.8953924078554	66.8380811612811	41.3024633103056	221.02885649139	1158.29517172905	85.2294114884823	505.33583268356	37.0194253902639	39.1433423762906	43.3936658671511	148.26969377493	90.8362923458535	335.544424995705	100.721855120183	419.870927542899
HIT 2137	201.684171937276	36.5957914918068	53.5382864086036	74.9503599354473	45.8539611368796	45.1152243229811	56.6316057549739	69.5030626449225	47.4911104675622	46.1691931855497	45.4877308939043	39.1986843421467	38.0295870442628	35.8630290674552	46.6888297888292	48.0243316028179	69.8162726406458	237.508226035355	38.1256908172247	403.028276093767
HIT 2139	509.136156748152	49.97059300063	233.863307566156	318.898171536417	54.3816487386828	64.1392555180684	90.6361226821298	188.690479807367	62.8738118147524	415.166710824946	81.7061905991255	692.11670289656	45.9340177461018	39.0146760176833	48.9591231449903	44.9520491260442	121.470375306282	203.015809437751	44.1835823544562	344.406207271326
HIT 214	424.788715453744	350.361544612954	675.104380693488	902.725115918189	1464.94809214912	132.316871817892	506.857539449228	109.605973490292	695.228855391435	186.284448493335	378.729247961422	2643.84988163384	58.1524358603122	47.9425885846302	485.68214699612	76.9134458966786	2677.75272155758	181.387146276928	113.575605833957	6849.96500408198
HIT 2141	38.4063105655895	37.52495334108	62.4503369293334	48.7757850969955	59.4042016802263	52.6313872245654	41.852377304048	38.9558464415266	45.801301318953	46.2916458265796	49.6122176367502	36.6009993873247	35.9410244167088	36.2372717258285	41.0084454619557	78.4785364815707	71.7024496455357	40.0273545969094	38.6142959689608	46.8153439797257
HIT 2142	575.822626285732	140.74317142908	3058.98694687791	1826.17205064965	937.008610135165	205.812981682468	428.972263942921	629.48631516022	185.978753916061	653.861735846804	268.465590473265	462.460874701969	202.313798761929	49.6632350084002	370.975116445099	83.6576322371914	965.732058375973	354.38073674121	423.031064502708	997.204126511528
HIT 2143	3382.66860325378	473.722583895564	3805.8723603238	1013.17784204625	398.677161532504	51.9087352044594	655.617319834907	95.0387105450817	26762.2927649274	12779.8068533245	2412.57469485975	29307.8251481517	43.1560401442604	149.243550242405	57.5478122522174	271.088524595781	262.683935578499	55.3073286485747	14581.2103065386	2472.61237889429
HIT 2144	36.8055022418417	36.7545245510763	56.6838669455705	41.8883986549928	49.0253117784396	41.9718490524423	45.1371080531826	35.5288856756851	45.4175054139232	40.1671975229533	45.3788427986206	35.9362748934905	36.4602106246624	36.5174306157785	45.8931996092291	42.3036619377619	75.2612065361095	37.6758093880848	43.870900740942	39.6683921634016
HIT 2145	77.5861875031423	151.53604848013	83.2103549487691	54.2901720173411	51.5401958766575	44.6946180888693	51.739443012507	36.3953450168773	293.545392264544	245.776974744599	59.1518480081268	650.760421015481	37.3288347836394	37.210078515902	47.6074911178079	52.2057418612575	69.1417543403198	45.663469890051	240.471140175997	102.876808441996
HIT 2147	83.5419074211455	75.0244093028537	256.819943395846	317.751412923344	45.3216075128588	43.1177878293144	56.9345259852411	40.2675178497654	53.4302434526852	712.298387746526	68.68222753895	143.11596283948	36.709413321735	37.7668443566389	44.4960542896209	54.6193489584641	112.068452701821	41.7067926324838	1719.22367340571	130.182972778129
HIT 2148	126.999600299739	105.040720377929	499.144817589101	455.104722031077	50.2254252170865	42.6100867485872	60.559034276296	41.0686102228672	261.982789506469	1323.9320939186	103.954274487242	205.246473477032	37.952611425002	37.9280950472109	42.8175638056654	50.008056401815	189.255147879313	37.8298092507619	3676.25140037669	213.26517766336
HIT 2149	419.510856304203	185.6236843636	140.443150697965	638.63552898212	340.720687590736	43.7544894708386	710.347783198414	52.9883013931866	475.552362748248	2720.2996888713	159.356371192998	181.733364938737	152.406108864634	38.8407777741467	47.2710264811437	51.0652987784879	663.687222180755	69.1038499911381	160.428364122458	1050.49030820631
HIT 215	33.8013039593073	36.4716927752748	50.2983485156729	44.2586710227316	43.232255269881	49.705648296183	36.4316124182739	39.5400431804637	45.2684679583996	37.84307334091	45.0926665082621	34.674894780821	36.3692227140765	34.3688219335328	39.96715053126	53.0104364030868	77.503136762696	36.0902561675298	38.3191268636023	38.7514357389781
HIT 2150	163.697772624727	46.0336188485323	80.2386169105279	146.613868972097	92.8304132463043	41.3981932424561	178.808781629788	38.0355656782762	128.376110418849	567.753836744983	64.6112631517941	78.3196331207189	53.2446639437152	36.0341288387538	45.0141249444722	44.0401428421564	174.139163469728	48.978459307223	51.5080491686469	291.102066674304
HIT 2158	38.8010252123537	39.4061214552028	2098.85509381855	44.5499589705428	46.0928965582961	42.1896454755827	56.639646551162	35.2713753993776	47.6032101443548	39.4929292355735	189.780234727849	53.0360779228993	38.1528811335092	41.8352443240272	46.8385387767873	40.6101727101895	201.192393795796	42.1382136619757	38.0702422654103	366.610443133494
HIT 2159	38.4748650756808	35.700226773743	178.109718934844	48.004290993293	46.51447978509	45.029913547442	38.5164547611152	36.0996715012679	47.8649016476698	39.1953512260725	66.6439595530175	34.629918654335	39.0761131777613	36.3407535689874	42.3946176317724	43.0874274473115	86.6002375839047	38.2064263620645	41.4069176382794	64.2711561167658
HIT 216	717.149518710639	41.891716308454	132.773844941587	2067.08658677011	2239.12557876895	357.736023794287	621.337919659714	45.9958386325345	72.3771515408886	200.48111552406	557.295567754535	246.210004872988	80.4834505114265	35.7662694482257	91.3529236643764	54.6592172263398	191.789661773564	132.013189257358	174.668280169125	78.208598958763
HIT 2160	74.0409650749348	50.1039517546033	2973.9266431071	71.3122300433494	53.6040297206082	43.5069644009825	64.7587993156564	36.5928564765931	354.797971287926	294.417253133691	329.493045764008	397.525465326853	38.7338152458072	43.1909855731008	42.8122236235459	42.1942387906154	330.752081829536	47.1042718157241	139.127328198294	298.884076503376
HIT 2161	61.1713793376551	59.5080379998726	73.4511085328695	44.5758374690384	46.7281552672882	47.7212923693223	38.6548403274714	37.493231275061	46.8379543177827	44.7212182437468	49.9736907149337	239.843858304917	37.600494698834	38.4108052085454	47.361511534516	38.0288545966864	76.2501157569842	40.780927924109	41.2435605994069	42.4044269526316
HIT 2162	133.18069749125	67.7459016850256	153.703938494388	54.6775688521528	52.8821462754774	54.1288798029546	234.709738142304	36.2134226618951	144.291052798076	231.955474720545	49.7795876743881	388.512687177851	38.4198660853578	37.5683799843277	65.4707661096611	43.7164503415007	84.2419574594204	48.9529583736166	103.064660099202	321.493711352614
HIT 2163	73.117703606207	152.947605473072	138.725264308789	50.4656856491714	47.4426876580173	43.8181149478901	60.0836511121395	36.3801702153916	88.684830685069	47.2909562022233	51.2456321487614	184.349064924541	37.4127837626814	38.4806653887625	67.5984189019857	43.6386774301822	136.291855375518	45.2566812584049	39.4175039505425	70.8344798862699
HIT 2165	37.3089420708638	36.6119561166791	55.5369249353763	45.024135978684	45.2561706994781	40.6326847054427	36.4863525444128	34.9559784583379	48.0063459176248	38.0753216427352	45.1961920919734	38.2986598548348	37.0975452775808	34.501891589626	46.577951741746	176.683810968872	77.6453317481193	38.3825564874699	37.3550538265423	40.1173329191071
HIT 2166	669.747400321331	57.2368754018893	108.365848932163	71.1608225580043	126.691546435656	51.848836017773	270.512089917459	48.9076996905788	220.614176058036	175.715267701174	61.0348608527567	203.374660087245	40.5478078494037	58.976007459677	92.8711031938414	77.3353683516932	117.434338044293	47.6734431178894	37.559326234414	374.826053315572
HIT 2168	35.4276151480037	36.1728576226231	66.7472605208521	43.1611581993232	44.7834836208275	48.2324866523339	36.2342509276571	35.9144570062658	43.5401144211197	40.9321799956719	45.1539548235509	34.9151746923777	37.2468221078727	36.6167494106957	44.6688120049046	43.2073191173556	69.976685492533	37.0957217703179	38.2280294794221	39.8750065757782
HIT 2169	40.7977140116538	35.7589897605642	54.5998667143547	45.0700653431845	43.6176878285314	54.2501264444237	44.5518609855024	35.2180862015632	45.2495476087895	42.8385432767552	48.1794156067758	34.8095923190778	37.3717951328147	35.3009811089318	43.7483464430375	40.6220692790657	70.7012379396941	38.0329243421948	39.1805971604186	39.4502608261304
HIT 217	38.1619795855397	39.0546081775837	57.3150309871645	50.3517161255023	45.7915384467553	47.6823840056236	38.8037738305746	35.2864101432765	46.4777513038152	41.1085327332594	50.1168034579875	36.1330160438999	38.0058728549243	36.6534422948106	44.5472822850753	43.6525472643734	75.6795381967869	39.5650039072645	39.3410431281371	40.9959184430831
HIT 2170	36.3718429130169	37.6401258887876	55.4338064971403	45.7060289517971	46.6138110523166	42.3560783840079	36.0662760948691	34.756047501825	45.5286028623561	44.74049548277	45.4932018492669	36.085569091541	37.924487010003	36.3064806516939	42.1432038803074	41.1668735491912	65.946179921344	38.3115334377292	38.0514031446036	47.5734678919866
HIT 2171	36.5080894688539	37.3796225886398	54.3102186456713	45.0233804405633	45.7337442099994	42.5606514771567	36.6874773300225	36.2387166854106	45.1196659413661	39.9037204424624	45.1901820475693	35.4316977125406	35.8748958410966	35.3814652349791	42.3280413924872	41.8423763185569	68.6953773225623	38.8461256361246	37.9437691034707	39.9632755476955
HIT 2172	36.2786756074125	38.0806938735212	55.390897088262	47.5294065950076	44.3549998404927	45.6552046722445	39.60185558646	35.2713152847081	47.3527903946706	39.3919448659365	42.0334324886743	34.6866059967802	35.9117083578203	34.9705839582634	43.7419492366583	40.9942958064996	71.077189040713	37.0913909212783	39.2395505743613	52.6071095793128
HIT 2173	42.9909374941087	56.8957991115257	289.558233019173	204.249730009793	49.7062597627846	47.2084552591577	37.4255445171273	36.2763802392476	51.6469261863152	40.4604734255747	88.2742851876382	35.071092796736	37.8812837055629	35.9538326738929	41.9649395014251	59.2504085736405	276.109777455908	96.8104471190366	37.9592527616807	142.172484187201
HIT 2174	572.84760313846	331.079587327463	1406.75707615269	11494.6054552382	732.136182331566	3299.66405177375	1077.5121095294	2175.25034647987	822.863503947461	4117.92458076186	565.918413156103	1951.91323659607	560.812707284518	35.5894280658792	228.837322730638	42.7534590562186	485.4355726411	438.787943121286	125.926406013394	1776.09844967517
HIT 2175	39.4000573925141	54.0872563597565	159.619680691684	348.186237603979	45.7926431954221	46.1584879836143	36.0236489492431	35.2394742847893	47.4362994119639	43.5597487709867	66.423042302093	35.9136472144811	38.4023941714467	35.1715832970554	45.9038063580106	42.4128647607906	199.835787847481	74.9875404803421	38.1178644599958	256.608848602799
HIT 2176	745.848161170911	173.111307319573	4366.19985462112	4012.28139300229	2058.72312828687	307.216527190636	1531.16522657141	734.848675651547	171.807631258184	3310.8730458749	1495.30036806426	493.413568339807	429.614088502503	57.4660262939755	475.061430799522	66.9408550660074	3514.84651947885	320.756937498215	203.040223378781	1243.8160297042
HIT 2177	47.375749143058	37.1384350491778	68.2576842541701	47.5799083783561	47.4171119863129	40.9855275931182	61.1412683542614	40.9628229127779	50.0445391544245	43.6986035729967	46.4381602172244	37.1979818476334	35.2359915603943	35.9030282374563	46.1809930568302	42.6832620560293	68.0608283718625	39.5715659398953	39.8080275723582	75.6531020716204
HIT 2178	427.934762363207	123.085909764591	2594.62870962733	1645.19166693066	739.11756576673	157.377966664779	382.472814871442	534.134150405422	163.079047566198	581.211653171376	200.360969728272	341.242975780019	178.694572840779	48.5537832213349	244.797743661097	64.0867520193394	804.750644095029	304.174713994782	341.344260386594	983.497251113091
HIT 2179	4739.20512126778	1323.06774595	6169.23809891661	3101.74348637703	1050.97776070839	3715.41606428361	16625.3067960792	1371.00137576726	2001.62622205606	9069.87539627256	3247.9500289116	10939.1628750891	876.510608050478	51.6658232005824	274.700215483007	39.1030831018661	1853.74346318806	3402.96797343998	536.368952172161	10238.8253884435
HIT 218	63.9013787448782	40.8251079417179	59.1398953986724	44.2723270261342	48.5930502460941	45.6600614497516	87.7912724218233	35.6830021505341	60.5420387309051	91.1984546542119	49.6013838291967	68.213816314071	36.4858749155266	35.6647601698175	48.2593097850531	42.7994708540685	75.7781878161156	40.1076558553979	40.3153211055	104.629973355558
HIT 2180	37.67514750586	35.9864307388628	65.859529526864	42.023192345869	45.3545832259805	41.1895470837924	36.7745094730965	35.9897872313694	43.7469634750168	40.9642795566859	46.6295904337293	35.4353772140381	37.0426771877698	37.3592558495053	42.1648994637137	42.5270243444147	80.6665145489983	39.867479729976	38.7558154453454	39.8081224078205
HIT 2181	37.3318827965618	37.1980352523446	54.7765047692742	53.4597504778999	44.9313115424025	40.4703415623534	37.4476872845367	35.2896615788321	42.5982491260231	42.2189450103934	49.3211662218242	38.1366963098427	36.9327342742163	37.8282227380473	44.8783498802336	287.761014418233	69.024442440788	42.3305059290557	37.4457435634552	42.0459415121028
HIT 2182	104.504210562217	50.7627231811175	281.435742642916	48.6976893059093	448.028544090899	44.2688117447983	39.9152910293046	36.6771401597558	46.6892518150644	39.055338689628	128.976340350908	53.3107333163956	36.6294781928381	35.4809698470016	48.1684029271276	38.1538648980146	329.384419570974	50.5392717230423	37.7440991173161	303.633458072469
HIT 2183	38.6488766888703	38.379650812287	66.5128458587253	78.9697029152796	49.1886590941527	43.012168964124	36.6814380840119	35.1970325726527	45.1289628281132	38.3648042816054	47.5466449769041	37.1400952752695	36.1844478028109	36.4979523347915	42.0595737721451	40.1273386453834	77.7600278962834	38.9493779572364	37.9291933337866	41.3977022869797
HIT 2184	351.64659841242	59.5066278264361	1803.33836187919	46.5503098677779	947.474357494755	48.3927309612147	35.5442629365023	35.8584171025718	45.5827852332056	40.7697789808804	263.981100130728	177.06430858748	39.1131693844785	35.8684995266618	42.4804739367276	58.6378401536621	791.491238304117	87.1248537281061	37.9060517695329	1226.00187595848
HIT 2185	4921.92651419613	521.741069613552	5760.14834733603	148.360239053933	56.3913791421884	40.5682676141732	14928.6291663975	388.468028329016	2219.72759921443	8730.07459031773	119.424999608796	481.288347170382	41.9745244080228	83.6125042228083	46.6035430350924	43.9541696739434	4626.22272416893	442.656931076227	39.7075557464588	20562.9969143322
HIT 2186	92.2510331675616	43.6700598512604	83.4616878825237	46.0195174861852	46.8155232503276	43.9829212783721	477.21384023793	40.3356844773762	92.0182695904752	155.800284394743	43.6858316424647	43.9128886100224	35.8973494176618	35.9122944819771	44.4135080501821	39.9411214837874	93.6408013431912	46.1653887034099	39.511723479291	439.477836570348
HIT 2187	101.812795172291	42.0925078110927	96.2887483801689	46.7414892723061	52.1690081626609	49.8608244463017	457.786361819182	41.8590142014659	106.541902524485	214.999557729702	47.4698912296265	45.7493331690231	36.8490162723952	36.8135282295111	42.3444729356236	39.3344664078875	124.961235554695	43.0829555834924	38.664176872964	298.923320259384
HIT 2189	38.6231345463659	41.1558244033247	56.8104407032593	44.3760836324378	44.3080788192627	45.4758612388006	45.8613691357503	35.0183851404617	47.0168121095442	43.3101633974057	45.0157249777736	37.0884942636338	36.8754807170765	36.1297484083472	40.2017310055712	40.4125130230688	107.719441675878	39.8561787525035	37.8400632817906	57.9895348432925
HIT 219	54.9383048843535	43.2307734064327	61.9815280652882	45.6560269378815	50.7762530334733	45.4346683065875	54.8571636031052	34.4790155352274	104.743267330849	118.867729988885	51.5744193298799	168.802071158238	36.9154959434155	35.7662167156331	44.0093250229502	202.825253111576	70.7921593510468	42.3096036752988	37.7260562795106	137.559299734799
HIT 2190	380.061215531712	63.4295857265297	340.299305638341	90.9734356042425	49.0569911012656	53.9876667461635	1802.35548269955	60.6384792009959	293.52944373766	476.04137490826	57.5232489515879	92.2803321903539	48.4795531916618	41.902389208995	66.6095880994332	46.7373157418554	340.84017460004	47.5683727252981	40.6235461092992	1927.97286204496
HIT 2191	1889.00901955063	24511.0720470501	50358.2348030147	14785.4922462239	641.247010025923	3729.29048449924	16416.7633521123	1388.33625208213	3436.04831830251	29275.6841077962	29910.1003126052	15982.9772297226	882.257417775828	58.5012780762374	257.121875056177	54.9640650275667	25539.0041157781	9501.01469668612	517.310029897256	29158.8638560739
HIT 2192	42.6301758634562	271.31226040619	836.657458416333	335.473504739743	46.2091449929615	44.4985887979765	143.781959447095	65.7817013529868	153.779417679242	1311.52483285554	406.327519705643	253.761460505588	43.1650246057652	34.7625277135343	43.3453506034629	41.9537077559011	260.424110311399	156.616600705753	38.941350692701	597.2074227393
HIT 2193	54.0662744527173	2103.97189146963	3775.70101936291	2981.33252092774	45.042589665987	44.5101583904226	72.8423923778448	34.9946722398869	435.541437064963	13942.0204581075	4389.66206792535	2475.96955238322	38.2987478547934	35.6609064088164	45.0859653175164	50.131380302894	4139.83225037674	882.262952917797	39.0489375141161	3255.58667235088
HIT 2195	49.5709390318313	60.6490564352819	273.420656707185	210.1666653665	44.4521040577948	129.345604443051	313.175096903897	69.8903076796815	54.3603692733333	163.230250278441	139.901407956201	76.5853631385134	223.310910446008	35.7607712566617	41.7495372346356	40.5474477783502	184.335324597835	76.9054175078836	37.6328892841746	166.100172125886
HIT 2196	4167.69883660655	7638.3969628247	54131.0668017197	19397.3592850466	1516.37971556606	9004.301619512	44922.8871042635	4250.11995904548	1461.293370421	14297.4169870479	21046.0132930022	7666.08216747111	19941.0000542148	74.8486034399786	115.444020974571	94.4633929765957	25855.41099621	8243.48720215221	88.3503881515141	21707.9424371528
HIT 2197	98.9509399060854	343.517142723375	879.025972041706	45.1568895459893	45.4111179187926	45.5449161959458	37.4931525770573	36.5957146121391	13992.6760292125	40.3829904704716	55.7543376606926	39.6937090634856	38.2169950349649	36.324684274309	103.542933882736	41.1681091413863	119.430362153639	42.4624163384715	38.6343484828918	4362.97526794507
HIT 2198	56.1136532039256	166.126261893782	243.168452399932	44.0710285132885	43.4320250600748	43.1024305485555	35.0833834855417	34.5113779386607	48.939740146218	42.52418788679	43.5798185232487	34.4794712514273	35.2759430375835	37.6384443843205	59.251908129284	42.8642100958925	73.5821344005177	39.6264954325436	40.9930150331135	1926.08309143036
HIT 2199	89.7857439556493	2793.65695764057	2333.05369077656	45.4004204452251	46.0083519173276	46.8456115821091	36.9572268296548	36.5167033753524	1985.50265316628	50.4055031142544	51.3265484711804	36.9299008256363	37.1366402389111	36.9156453664605	102.43608336162	44.8489882282537	244.521950123756	37.5444798213506	42.048222723291	21183.7363276648
HIT 220	36.4158801580877	36.7410967131008	55.0840652020609	45.7233025658908	45.7676516879484	43.9006022952268	36.8352088681254	34.9827596917396	47.9307400389427	55.1534041367035	42.2718086613769	36.443941091474	36.5767010669689	35.1103823382732	41.7077559602474	38.9529643946256	66.6648953307667	38.6644756122644	39.284237687004	44.5478618765661
HIT 2204	40.8933644323838	37.1407879006362	58.1645534934994	46.5277789281271	45.4479019600774	43.7081424964317	55.6984507253664	34.8942718268271	50.0573075030524	50.3208933947629	46.3877636945227	35.9902112780271	37.1735484143176	35.4142202001746	40.5951824521674	44.4748331102517	77.2296452841878	39.1846778300182	37.9185276013995	73.0283652917541
HIT 2205	45.1342477578164	38.1149233768085	57.3869019325976	45.6456601387902	44.4119643898635	43.8994699926156	72.3375952003541	36.9155869067685	56.4361469254351	53.6445733894024	44.5526012043711	36.8161513521781	37.823109524634	35.4823199497243	42.1832281356292	278.801688499268	79.6857884281499	49.1890297049206	37.5690119471174	69.463386547696
HIT 221	37.7199793533832	37.5448322398942	54.7838281476863	44.4902231009354	43.7959829716512	42.7138388799199	36.6223603684796	35.8093154068355	43.0893275250189	39.7975323558527	44.4657784952617	35.4535773227921	38.1640554400183	36.1626891125666	39.9826205302364	39.1574001353204	70.9700637531001	39.0896634919353	42.4313364443603	43.9496142779549
HIT 2215	982.544573907668	723.399460236313	3748.65224140465	2535.14322573525	66.6631710554967	42.4397328713948	79.2500320818158	39.4660645667915	5686.98877435023	60.3070254338709	519.836094311335	62.9583388379219	37.0726429678655	38.5778935304044	44.4102976354822	47.6557251932479	1022.98790905396	45.6890146004781	1261.76195747505	55.159260045637
HIT 2216	37.4356029959531	36.5335474283533	57.7332242012273	45.6544900059275	50.5167908018619	43.8006155297993	36.9571290839908	35.8930372698779	55.7429974977457	42.948387143301	44.7965688673767	35.0612024823923	37.8966397784767	35.0204459512552	41.335920271882	279.62083632408	66.8716914423895	37.5578606201387	38.4617025341337	43.1659527587083
HIT 2217	1825.69948909069	1045.33656825594	13415.2913318237	5395.01462177018	48.1774453171916	44.1192337789415	51.8857940526166	36.8382449900097	11931.7487053001	44.2873052414874	1427.25670270327	50.241436502977	37.4680803713788	39.4469716320575	46.1391972883354	42.1987761946213	1887.74110498133	51.1173636219561	2400.56629738445	51.4525907018782
HIT 222	106.712745942189	57.1290581565052	294.672195287009	96.1904952959611	77.950917014646	42.4638937992502	384.855250408929	36.7102262020291	888.649704919969	75.7086340267446	49.1699664872593	52.1437024078209	37.1901906630417	34.7183411466245	42.0828878422694	40.6779364695212	80.2472650318114	37.1334745040305	260.382171374924	55.3292817121188
HIT 2220	211.413932261712	168.471077829206	1394.20975281839	742.822978683304	455.8919785465	42.601210714727	76.0412893840111	35.471662216396	708.551068611915	508.28888448258	91.1881149047881	69.1780804872264	36.5773323056381	40.2964669870109	43.936995156091	53.8504083551751	150.619566454409	39.9056359593088	85.8621472483117	119.262855706519
HIT 2221	9311.55278672137	17321.0699485069	3691.73848173707	5068.92110958809	363.815074720766	543.499733080379	15032.8907177899	15194.3937738978	6851.46302376587	11214.1825561613	1698.02681609788	18087.7499123695	4038.64414673164	53.8421277920193	317.565087442143	46.2075965959429	25322.9440332102	3710.91805103949	823.652168123179	19356.5677254639
HIT 2222	135.822178244939	217.814950459252	85.0938596374198	153.148355210366	50.2149112581415	52.3474207645106	39.8660279899339	36.882786035163	50.4186765190454	42.8011460547138	44.1959933809769	207.068740272062	39.2028167217683	36.3445047871918	42.4427477993061	45.1217751417135	209.095804886397	50.0348912988743	38.053192570145	310.978048141663
HIT 2223	996.489373165034	5020.54236083661	535.515470162353	121.456440335226	47.3554656703555	45.1696028645275	46.4919798740111	36.0633468072413	47.6959652868815	76.3818749277548	51.33396045966	380.865975936517	42.054759000603	35.5538566002426	43.298737241521	62.8798003741822	1293.32502480896	148.827588629198	41.5144600048035	1278.36186884436
HIT 2224	1234.66272070717	4919.27939556907	3292.45596940142	9821.01876535787	215.557318468153	78.2969018291214	221.925882498137	886.34118243768	89.1564072803133	249.557315793649	325.775544771382	612.818497292138	90.2367317673644	42.1709765136394	994.867372135299	113.080331288896	13614.039993851	195.717305102002	48.9884774270752	3431.80995600302
HIT 2225	37.548703969807	40.3427333025873	55.3964165698711	45.8426136650758	45.1567229323206	42.2245742637777	36.343194797067	34.745355635753	47.3018936754491	38.6119657121182	45.0188674308837	34.5212954407189	36.8501892025846	36.3685208211412	41.2762490165238	40.3026740467047	77.3884637396463	38.3782328702744	39.3723097503112	44.7601183923641
HIT 2226	359.148589673997	1294.08115346543	930.203409373359	3516.23154563318	49.5351976134771	44.9051327396343	75.1864195981042	35.1474769269204	89.4827713068655	44.0445624059183	46.8334741640274	405.863242724343	38.033878250407	34.7046827324627	44.3417233394899	49.8723300200829	1808.81230752652	97.0313552991289	42.1131858591722	1300.45373508074
HIT 2227	1040.20643675763	463.733947339429	4977.98485639044	383.122968636814	558.504915598504	48.2122974075312	233.373093622095	58.2308979070259	11823.3596777845	6724.38734773984	1396.79512438203	1742.3079439463	42.445127112083	88.2636662041293	49.9980991058892	65.5217096943506	811.062392149173	72.2508412386082	1549.68857517475	1416.82009950463
HIT 2228	36.5366650532846	36.1854395096187	55.8520692012808	44.0109286573818	51.1191252637954	51.2249662149452	36.4138196826131	35.057489564541	48.0815941904269	39.3774430615328	44.4029614635659	34.8311097126402	38.1865388759016	36.4221933047831	43.8533901502778	45.9749771682098	80.3734176700643	37.4765278447865	36.6494843876307	39.553647422987
HIT 2229	103.153415731254	387.281894588292	94.9914997704546	50.7185586512538	54.4322807079475	43.7058798153589	48.8235905015054	37.8109253660639	354.498964169542	157.072728935789	60.1823611118786	148.698419294211	39.4993457283327	38.9564705681048	56.2223607776476	399.178851209472	79.8660216554922	40.5333405442792	40.6641416057109	122.361259985492
HIT 223	36.2534455024461	36.133997003044	54.1008141699921	47.3014924099253	45.6821803625997	43.415396782211	36.00293345349	35.0512465452396	49.6516564422669	39.1684827277582	46.0881391832143	36.0484293661172	37.4773652644659	36.3163778600835	41.5233491733245	85.8832684771698	73.4144059925005	37.4344076039456	40.6566725547561	43.3046275403013
HIT 2233	101.839823127557	46.277325380649	57.4014217012148	43.473045063398	51.9226520878602	46.1507429195979	42.7354857334469	41.5084427335135	48.1023070558256	40.5848435888893	44.2020180620284	35.0698459451178	39.5556730777486	35.5350700157775	42.3087822145758	41.5629835475042	129.880354949742	37.7625553292842	37.6107134846531	921.245662309581
HIT 2234	36.5809285576108	36.2839785325873	55.2024394431578	47.680554868836	44.5367071501121	46.010550617674	37.0694366797785	35.7368715240638	44.9901798696668	39.3579780429489	46.4931676866032	35.8825051083186	36.280397065994	36.5979203086449	42.544398208928	46.8224129072474	73.728102440705	38.7693342103252	40.0440276906048	48.6948302475883
HIT 2235	488.387029785864	71.1169458588995	75.9324888748206	45.3121623071194	62.7504777694188	44.443999745825	48.3409364603273	55.7194390868742	47.1114775988024	40.671656813018	45.7890740246204	37.4935553240118	40.7729003694233	36.6766237712955	49.4567499457846	45.0806169567278	244.553130236674	39.1845436331149	40.0395153873066	3036.3001925798
HIT 2239	13538.6394519267	2516.4489784163	41568.1798343367	4975.70680140963	12431.7706280523	43.8117344770911	769.051297135097	76.1175234535626	63441.592627486	19893.1696179445	6590.53947710026	25684.404973562	45.8913024234072	115.269801571266	81.3310012591196	59.6387703379722	343.946275568766	60.3445761282933	16220.296353739	8916.24138989347
HIT 224	37.1331130309854	35.6921333826547	55.7757686783345	46.8019161797336	43.1339861850108	42.5022463993405	36.2459861032345	34.7868630154736	49.3660036631339	40.151992912452	45.383478610452	33.8954339779373	36.0646048445669	34.9492019778344	43.7229119276928	40.2293119396235	69.0766463663124	37.9021721894837	38.8849965151148	40.6105508389826
HIT 2240	96.0494097052488	43.6573736782905	195.53697127935	77.3116378860656	66.757953859046	43.020179418783	36.738188977967	35.8794471011671	1832.03565425454	38.994217570992	49.4800230618821	35.714811739803	36.7559373421999	34.7984439369506	44.541508875035	43.1156360235013	83.9790934066922	40.1445357893587	37.9554685141481	76.8576069226197
HIT 2241	86.5074562814634	46.79290291247	127.134590364458	73.0646570866727	69.3915982566551	45.4833951643866	38.3769012766202	38.0973543605437	1371.91598002001	41.7929797934817	56.7105083061434	35.3945304719728	38.0793123778128	35.2500506395947	49.0023679177379	41.881809350387	71.6330410157001	39.3510909471511	37.5786804134199	70.6552822708983
HIT 2243	43.4205415628623	37.2285219574536	60.2474151844959	48.0835477700496	51.5606555601234	47.0483705621066	36.8537901654785	35.600611515666	72.2333099870758	40.2966378437714	46.3379988001499	35.6795156846868	36.8256524405147	36.0192183549839	43.1956746716433	40.6720509601478	72.5659811989891	38.850447883585	37.7389681734667	46.2183340156346
