	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.20
HIT 1012	348.342472137208	42.2136908687248	1220.83988727398	2206.64683715117	3160.69570112866	6196.60402079657	24936.1734396307	9507.46570569621	61.9225162374105	11952.2709986522	716.09652449066	194.307160238686	312.476494069885	4071.845292258	16649.0418244105	1533.03480854392	264.971433384186	47.9512141646003	90.3471276065423	2120.27085722779
HIT 1013	37.7691698818918	36.5168857609234	94.2366338136929	52.2941864184732	270.435768341324	55.7467608425288	47.0663023655262	40.3862926366952	48.8770813445467	50.0857265984006	50.4605939682555	44.0191205962933	41.2134738001186	69.0388258652438	52.6753174837503	111.331691928394	70.7315909804673	40.9428800949849	39.1542454591185	47.8091032145273
HIT 1014	6996.48995173407	663.253362310709	2529.90707226149	7241.97649447525	19118.7041092251	6894.61482886051	22514.9422116479	9721.59454218168	616.097795882779	15310.0222875324	1221.95470094126	4472.27995592373	589.821297059931	12314.4621918307	23376.8405180778	2159.20097722265	1754.10940853443	455.708931994222	195.588268795514	5418.52029798475
HIT 1017	37.0931448503158	46.681155218591	62.6721627851556	47.018906343747	114.098313465991	39.3267586314925	39.4531184941328	43.4945825521104	48.1734601916193	50.9266273846915	47.8069433705896	41.6896113495197	37.9018785100775	35.171575050663	46.9006055901391	38.1575309931867	80.6029579728719	40.0047853951962	37.3966247393255	42.6400009531126
HIT 1018	43.5399883564729	36.3675178938878	67.5412743830181	67.7057320642322	1311.67521901751	104.548420768044	399.008525326389	123.055555140954	46.4950292477357	190.016976352975	53.4410230667376	37.4012763503403	40.9370269073846	76.5548657758497	260.295507747667	166.449455168802	77.9958464782643	37.9524094312873	39.5291509821133	91.2711852893053
HIT 1019	37.5053291105833	36.0068103049685	59.9640897360007	47.5707776008955	56.1958900430473	46.2040173552471	38.01777612656	37.6441508766037	52.1905955433964	41.0402662815699	46.5367800398967	38.0193880241032	39.525732620599	40.4858302370193	43.9801210868881	56.5224768008543	73.4785919629927	38.1539983381759	41.5972111758451	42.4959409848244
HIT 102	856.758559675087	495.31961924387	28635.7145769265	566.783957352892	213.767354810302	42.2742399292295	251.399105991968	36.0360911447623	617.986651998294	2610.81119630689	660.423332484053	1078.64509540892	37.1053535969565	41.6837764031943	45.1970678280891	62.81245200972	533.528382394118	46.6805628764097	902.520266266294	906.989531031402
HIT 1022	509.643965561078	39.3693463773731	460.484376603867	434.757821677609	1416.18597260133	5300.92041973762	9797.06428031915	6070.88002658544	64.0295744578533	9306.38479798226	557.191429731861	823.031162670981	94.845475715573	2756.97819434408	6503.54182878668	1783.81340740331	174.584844682965	68.1779773860936	93.360685975024	1079.46743054013
HIT 1023	17920.2384250474	88.2337459652245	7799.4437107762	8837.98981000219	58407.7095338698	53761.0759085559	86727.7043612898	60590.2275959672	234.167472480121	89414.7608670636	19185.9142259755	4584.95420040919	1897.52521049096	69257.1738740492	55974.8618933684	1745.71994516776	3401.59383959532	219.410597869267	3837.01489533278	12563.5141637336
HIT 1024	1438.23067741562	46.7417525881732	4552.82014585199	6375.81968522721	15925.1309530707	19453.7470825863	59147.167358914	29502.4769421476	86.11953120187	34738.8770252608	3158.9394690359	450.860149358442	1062.24347128531	11866.498108327	43922.8387534774	3088.82359491213	1001.3298284531	61.6040873461126	273.87608368018	5784.75459538808
HIT 1025	140.309710225708	36.675213079213	364.068190050918	656.667737396855	616.319780870436	1852.04696630595	7847.21224444738	2599.75983313006	48.1978898776464	3133.15274710828	244.593405145226	94.8840159801859	103.434944700961	865.264896618981	8053.24921470516	939.620693733912	111.639880226332	39.0392954637943	46.9431419701447	615.255741750502
HIT 1026	5156.05466028811	596.93087115549	4429.87281915726	7833.50920782571	41125.6618205182	14580.809193683	34637.5697504797	18889.407742615	600.099458285743	27693.1789132357	2216.29363748878	4045.74571864608	909.056746051546	27328.3949796729	44130.6535563969	2299.85776002152	2059.16192512155	393.294094742892	359.839406896724	6667.69482377141
HIT 1027	36.53313474318	36.6409035245844	56.3962299983143	45.2232717595587	46.4682724422776	42.6517485876119	36.4195017935252	35.7460410379701	46.6623035864667	40.0391630148655	44.4964685383236	35.7557439068274	35.6448079406011	35.2724533879029	41.9421324252212	78.70807878272	71.9589739100908	39.0643307081829	39.2002545245231	41.1254592560812
HIT 1028	42.6706403436247	37.9292684026829	56.4692108217359	42.8898278855251	57.4239894642246	43.7572283739593	36.2218793649702	35.3443303976082	46.6520191310196	41.6261843179748	43.8710172183432	36.2205671745437	35.6131316464316	35.0377977270824	43.0585888351682	42.299693315361	65.2230843720447	38.0168051214853	38.4318697782824	39.8352601912831
HIT 1029	36.3477336011964	36.9547244693209	51.2431908365161	46.4551219902434	44.6805608752663	39.7455352320231	36.2718851055124	35.3390166513851	45.525824580514	40.3025375316683	45.6055077303512	35.298224074189	36.2590610386679	35.2423607591109	42.4547778318643	47.8775194077345	69.621826045141	39.3646092698806	41.3175711110296	41.0437023595456
HIT 1031	37.8891857798689	35.7592581861205	55.4688852235226	43.8180197230811	80.2751041549459	48.9919204811301	38.1499611383673	36.507055236436	43.8679519139748	59.2791866683262	46.678197514999	35.0186693261614	37.3931012360475	39.1907179503753	42.5116373307603	61.3802646517806	76.3964603633855	38.9431706108134	36.8799700505582	43.1839434602196
HIT 1033	38.5084779080482	37.0624066663356	55.342180378892	62.6899090227708	45.48936469671	42.9357252044845	65.729924428936	86.734892658217	48.6645602145781	43.0633095400577	47.7597997041506	37.3268394971161	40.0354709252972	46.7720388505533	45.9001547465488	67.9997717700284	78.8061430462857	38.3486540660455	38.2320608535917	46.3295486277076
HIT 1034	36.5226088331099	37.0561966790806	56.1137931781098	47.8765086727587	44.4572594166068	42.9052996767579	41.9130513683209	43.2941397572916	46.9076244748275	40.5788967818954	43.5945721073891	35.8650071068028	38.9584034162795	36.8277523348826	41.3492735448705	66.9839521367454	74.4935923754715	38.1342753186306	38.2749093975635	42.7115381799525
HIT 1035	70.034327634204	44.8129255651546	55.0429918374671	144.711406463233	47.1879567045349	43.6233640214357	159.378308024338	339.697131710932	48.2000638813018	75.616697539474	62.3723857909182	38.9033224990141	71.2186036125347	93.6236547168971	74.6639082614222	43.2440988907451	82.7869922956929	39.4534523847936	47.354013591588	62.3247229186087
HIT 1036	300.706820519261	42.3829487656593	1206.10315091227	2152.17410126124	2662.83714289594	5966.0680213506	25485.5860042399	8948.1370285116	63.5776142871379	11207.0335107127	691.694636560933	190.226063934925	288.425172000798	4587.6321054829	27158.8527424574	1410.59597450047	235.278215502329	47.6215533258424	84.5755999372993	1898.58396987348
HIT 1038	5484.21654582633	1413.74177792466	3966.6129166244	5933.84198600715	22791.0097404463	5612.2456856307	17325.4522261066	8350.70418638904	529.883041868353	14747.4348728807	1544.99724040905	3579.04316075518	756.394072994145	13964.1861256841	22725.714506342	1422.68945881605	2765.60528611101	838.507091943632	202.653083605034	7268.42949709928
